date,dish,quantity,time
2023-04-27,Chinese Noodles,3,10:15
2023-04-27,Cheesy Blueberry Cake,1,19:30
2023-04-27,Veg Wrap,3,12:15
2023-04-27,Veg Wrap,3,19:15
2023-04-27,Hazelnut Frappe,1,18:45
2023-04-27,Vegetable Taco,5,12:30
2023-04-28,Mango Smoothie,4,17:30
2023-04-28,Mango Smoothie,2,17:00
2023-04-28,Mango Smoothie,2,11:30
2023-04-28,Chinese Noodles,3,15:30
2023-04-28,Vegetable Taco,2,20:15
2023-04-28,Veg Wrap,4,19:00
2023-04-28,Chinese Noodles,3,10:00
2023-04-28,Cheesy Blueberry Cake,2,09:15
2023-04-28,Cheesy Blueberry Cake,1,12:15
2023-04-28,Triple Chocolate Brownie,2,14:15
2023-04-28,Americano,5,12:00
2023-04-28,Triple Chocolate Brownie,3,17:30
2023-04-28,Strawberry Mojito,1,12:00
2023-04-28,Americano,4,11:30
2023-04-29,Hazelnut Frappe,2,13:15
2023-04-29,Strawberry Mojito,2,16:45
2023-04-29,Triple Chocolate Brownie,3,19:00
2023-04-29,Chinese Noodles,2,11:00
2023-04-29,Mango Smoothie,2,10:30
2023-04-30,Cheesy Blueberry Cake,2,12:30
2023-04-30,Hazelnut Frappe,1,16:00
2023-04-30,Mango Smoothie,3,16:15
2023-04-30,Vegetable Taco,3,14:30
2023-04-30,Veg Wrap,4,16:30
2023-05-01,Mango Smoothie,2,18:45
2023-05-01,Chinese Noodles,2,19:45
2023-05-01,Cheesy Blueberry Cake,1,12:45
2023-05-01,Triple Chocolate Brownie,5,15:30
2023-05-01,Americano,1,18:00
2023-05-01,Cheesy Blueberry Cake,2,16:00
2023-05-02,Strawberry Mojito,3,12:15
2023-05-02,Strawberry Mojito,2,09:15
2023-05-02,Cheesy Blueberry Cake,3,13:30
2023-05-02,Strawberry Mojito,4,17:00
2023-05-02,Veg Wrap,3,10:45
2023-05-02,Cheesy Blueberry Cake,5,19:00
2023-05-03,Veg Wrap,5,17:15
2023-05-03,Chinese Noodles,1,18:30
2023-05-03,Hazelnut Frappe,1,16:00
2023-05-03,Strawberry Mojito,5,16:15
2023-05-03,Hazelnut Frappe,5,12:30
2023-05-03,Cheesy Blueberry Cake,1,20:00
2023-05-03,Hazelnut Frappe,5,18:45
2023-05-03,Triple Chocolate Brownie,5,16:45
2023-05-03,Americano,3,17:00
2023-05-03,Strawberry Mojito,1,20:00
2023-05-04,Strawberry Mojito,5,14:15
2023-05-04,Vegetable Taco,4,12:45
2023-05-04,Vegetable Taco,5,11:00
2023-05-04,Triple Chocolate Brownie,4,18:00
2023-05-04,Americano,4,16:45
2023-05-04,Strawberry Mojito,5,19:30
2023-05-04,Triple Chocolate Brownie,3,19:45
2023-05-05,Triple Chocolate Brownie,4,18:30
2023-05-05,Mango Smoothie,4,18:45
2023-05-05,Chinese Noodles,1,12:15
2023-05-05,Americano,4,09:30
2023-05-05,Cheesy Blueberry Cake,5,19:00
2023-05-05,Cheesy Blueberry Cake,1,20:30
2023-05-05,Americano,4,17:00
2023-05-05,Vegetable Taco,2,19:15
2023-05-06,Veg Wrap,5,16:00
2023-05-06,Mango Smoothie,2,14:45
2023-05-06,Strawberry Mojito,4,17:30
2023-05-06,Americano,4,11:45
2023-05-06,Veg Wrap,3,13:00
2023-05-06,Americano,4,19:15
2023-05-06,Veg Wrap,2,16:30
2023-05-07,Mango Smoothie,3,13:15
2023-05-07,Strawberry Mojito,2,20:00
2023-05-07,Veg Wrap,3,19:30
2023-05-07,Mango Smoothie,3,16:00
2023-05-07,Vegetable Taco,1,09:00
2023-05-07,Vegetable Taco,1,11:00
2023-05-07,Hazelnut Frappe,2,10:00
2023-05-07,Triple Chocolate Brownie,4,10:30
2023-05-07,Cheesy Blueberry Cake,4,18:15
2023-05-08,Cheesy Blueberry Cake,3,11:15
2023-05-08,Mango Smoothie,4,12:00
2023-05-08,Chinese Noodles,4,18:15
2023-05-08,Hazelnut Frappe,4,11:30
2023-05-08,Chinese Noodles,4,13:15
2023-05-08,Americano,2,15:00
2023-05-08,Chinese Noodles,3,10:15
2023-05-08,Cheesy Blueberry Cake,5,13:00
2023-05-08,Mango Smoothie,2,11:00
2023-05-09,Strawberry Mojito,2,19:30
2023-05-09,Hazelnut Frappe,5,10:15
2023-05-09,Mango Smoothie,5,17:15
2023-05-09,Strawberry Mojito,3,12:30
2023-05-09,Hazelnut Frappe,5,17:45
2023-05-09,Americano,2,15:30
2023-05-09,Mango Smoothie,1,11:00
2023-05-09,Vegetable Taco,1,19:15
2023-05-09,Hazelnut Frappe,3,16:00
2023-05-09,Strawberry Mojito,1,15:30
2023-05-09,Triple Chocolate Brownie,4,13:00
2023-05-10,Mango Smoothie,3,15:30
2023-05-10,Americano,2,18:30
2023-05-10,Vegetable Taco,1,16:15
2023-05-10,Cheesy Blueberry Cake,3,09:15
2023-05-10,Cheesy Blueberry Cake,1,11:15
2023-05-10,Mango Smoothie,4,15:45
2023-05-10,Vegetable Taco,2,17:00
2023-05-10,Veg Wrap,1,13:00
2023-05-10,Hazelnut Frappe,4,11:15
2023-05-10,Chinese Noodles,2,16:00
2023-05-10,Vegetable Taco,2,10:30
2023-05-10,Americano,4,14:00
2023-05-10,Mango Smoothie,1,13:45
2023-05-10,Chinese Noodles,5,20:45
2023-05-11,Veg Wrap,2,13:45
2023-05-11,Vegetable Taco,2,20:15
2023-05-11,Hazelnut Frappe,2,13:30
2023-05-11,Mango Smoothie,5,18:30
2023-05-11,Cheesy Blueberry Cake,4,19:00
2023-05-11,Triple Chocolate Brownie,1,10:15
2023-05-11,Hazelnut Frappe,2,14:15
2023-05-11,Strawberry Mojito,3,20:30
2023-05-11,Triple Chocolate Brownie,2,20:30
2023-05-11,Strawberry Mojito,3,15:00
2023-05-11,Chinese Noodles,1,20:15
2023-05-12,Cheesy Blueberry Cake,4,18:45
2023-05-12,Americano,5,11:15
2023-05-12,Vegetable Taco,3,19:30
2023-05-12,Veg Wrap,3,18:15
2023-05-12,Triple Chocolate Brownie,5,18:00
2023-05-12,Hazelnut Frappe,4,17:45
2023-05-12,Triple Chocolate Brownie,2,19:45
2023-05-12,Americano,1,20:00
2023-05-12,Veg Wrap,5,17:30
2023-05-12,Hazelnut Frappe,5,13:30
2023-05-12,Chinese Noodles,1,15:00
2023-05-13,Cheesy Blueberry Cake,4,12:45
2023-05-13,Veg Wrap,4,11:00
2023-05-13,Strawberry Mojito,5,17:00
2023-05-13,Vegetable Taco,3,20:15
2023-05-13,Veg Wrap,3,12:45
2023-05-14,Americano,4,17:00
2023-05-14,Mango Smoothie,2,18:45
2023-05-14,Hazelnut Frappe,4,13:15
2023-05-14,Strawberry Mojito,4,10:45
2023-05-14,Mango Smoothie,2,14:45
2023-05-14,Cheesy Blueberry Cake,4,20:00
2023-05-14,Chinese Noodles,3,11:00
2023-05-15,Chinese Noodles,2,11:45
2023-05-15,Mango Smoothie,2,15:45
2023-05-15,Veg Wrap,3,20:30
2023-05-15,Vegetable Taco,2,10:30
2023-05-15,Triple Chocolate Brownie,5,17:15
2023-05-15,Vegetable Taco,5,17:15
2023-05-15,Cheesy Blueberry Cake,1,18:45
2023-05-15,Hazelnut Frappe,3,12:30
2023-05-15,Vegetable Taco,4,11:15
2023-05-15,Cheesy Blueberry Cake,4,12:45
2023-05-15,Mango Smoothie,2,11:45
2023-05-16,Triple Chocolate Brownie,3,15:45
2023-05-16,Cheesy Blueberry Cake,5,11:15
2023-05-16,Americano,4,14:00
2023-05-16,Chinese Noodles,3,20:15
2023-05-16,Cheesy Blueberry Cake,2,20:45
2023-05-16,Mango Smoothie,2,19:30
2023-05-16,Triple Chocolate Brownie,2,16:30
2023-05-16,Americano,3,10:15
2023-05-16,Veg Wrap,1,16:30
2023-05-17,Triple Chocolate Brownie,2,19:15
2023-05-17,Vegetable Taco,1,18:45
2023-05-17,Chinese Noodles,3,18:15
2023-05-17,Hazelnut Frappe,2,16:30
2023-05-17,Cheesy Blueberry Cake,1,12:45
2023-05-17,Cheesy Blueberry Cake,3,16:45
2023-05-17,Triple Chocolate Brownie,1,19:45
2023-05-17,Hazelnut Frappe,1,20:15
2023-05-17,Americano,3,15:45
2023-05-17,Hazelnut Frappe,1,16:45
2023-05-17,Hazelnut Frappe,2,18:45
2023-05-17,Americano,2,13:45
2023-05-17,Hazelnut Frappe,4,09:00
2023-05-17,Mango Smoothie,4,12:45
2023-05-17,Americano,1,10:30
2023-05-18,Vegetable Taco,5,14:00
2023-05-18,Cheesy Blueberry Cake,5,11:45
2023-05-18,Strawberry Mojito,3,16:30
2023-05-18,Triple Chocolate Brownie,3,12:30
2023-05-18,Veg Wrap,3,13:45
2023-05-18,Triple Chocolate Brownie,4,09:00
2023-05-18,Hazelnut Frappe,1,17:15
2023-05-18,Chinese Noodles,4,11:00
2023-05-18,Americano,3,16:45
2023-05-19,Hazelnut Frappe,2,09:00
2023-05-19,Veg Wrap,5,14:30
2023-05-19,Chinese Noodles,4,18:45
2023-05-19,Vegetable Taco,5,10:15
2023-05-19,Vegetable Taco,5,11:45
2023-05-19,Americano,4,09:00
2023-05-19,Hazelnut Frappe,1,10:00
2023-05-19,Cheesy Blueberry Cake,5,17:45
2023-05-19,Chinese Noodles,4,13:15
2023-05-19,Vegetable Taco,4,11:30
2023-05-19,Chinese Noodles,2,15:15
2023-05-19,Hazelnut Frappe,5,12:45
2023-05-19,Chinese Noodles,3,13:30
2023-05-20,Triple Chocolate Brownie,3,16:45
2023-05-20,Strawberry Mojito,2,16:00
2023-05-20,Mango Smoothie,1,09:45
2023-05-20,Hazelnut Frappe,1,18:45
2023-05-20,Vegetable Taco,5,14:30
2023-05-20,Chinese Noodles,3,20:45
2023-05-20,Hazelnut Frappe,1,09:30
2023-05-20,Vegetable Taco,1,13:15
2023-05-20,Chinese Noodles,5,17:30
2023-05-20,Hazelnut Frappe,1,13:00
2023-05-20,Mango Smoothie,2,10:30
2023-05-20,Americano,5,12:00
2023-05-21,Vegetable Taco,2,19:30
2023-05-21,Veg Wrap,4,18:30
2023-05-21,Hazelnut Frappe,4,18:45
2023-05-21,Strawberry Mojito,2,12:15
2023-05-21,Chinese Noodles,2,16:15
2023-05-21,Chinese Noodles,5,19:30
2023-05-21,Cheesy Blueberry Cake,5,18:15
2023-05-21,Mango Smoothie,1,13:45
2023-05-21,Strawberry Mojito,1,17:45
2023-05-21,Veg Wrap,4,11:30
2023-05-21,Cheesy Blueberry Cake,3,11:00
2023-05-21,Triple Chocolate Brownie,3,18:15
2023-05-21,Chinese Noodles,1,11:45
2023-05-21,Vegetable Taco,2,12:30
2023-05-21,Vegetable Taco,1,19:00
2023-05-22,Vegetable Taco,2,19:45
2023-05-22,Vegetable Taco,3,18:30
2023-05-22,Hazelnut Frappe,4,16:00
2023-05-22,Vegetable Taco,2,11:15
2023-05-22,Americano,2,18:00
2023-05-22,Vegetable Taco,1,15:15
2023-05-22,Veg Wrap,5,10:15
2023-05-22,Americano,1,15:00
2023-05-22,Chinese Noodles,2,09:15
2023-05-22,Hazelnut Frappe,3,17:00
2023-05-22,Americano,2,17:15
2023-05-22,Mango Smoothie,2,09:45
2023-05-22,Cheesy Blueberry Cake,2,14:45
2023-05-22,Strawberry Mojito,5,10:45
2023-05-23,Triple Chocolate Brownie,2,10:15
2023-05-23,Vegetable Taco,4,17:30
2023-05-23,Cheesy Blueberry Cake,2,13:00
2023-05-23,Mango Smoothie,5,19:00
2023-05-23,Chinese Noodles,5,10:15
2023-05-23,Strawberry Mojito,4,16:00
2023-05-23,Americano,3,20:30
2023-05-23,Vegetable Taco,3,13:30
2023-05-23,Hazelnut Frappe,3,19:15
2023-05-23,Veg Wrap,3,17:00
2023-05-23,Hazelnut Frappe,5,20:00
2023-05-24,Americano,5,13:45
2023-05-24,Americano,5,11:00
2023-05-24,Vegetable Taco,5,14:45
2023-05-24,Cheesy Blueberry Cake,1,09:15
2023-05-24,Hazelnut Frappe,4,16:00
2023-05-24,Cheesy Blueberry Cake,3,19:30
2023-05-25,Triple Chocolate Brownie,2,20:00
2023-05-25,Triple Chocolate Brownie,5,18:30
2023-05-25,Strawberry Mojito,4,17:30
2023-05-25,Cheesy Blueberry Cake,3,09:45
2023-05-25,Strawberry Mojito,3,20:00
2023-05-25,Strawberry Mojito,3,14:45
2023-05-25,Mango Smoothie,4,17:00
2023-05-25,Mango Smoothie,4,13:00
2023-05-25,Vegetable Taco,3,10:00
2023-05-25,Triple Chocolate Brownie,5,10:15
2023-05-26,Hazelnut Frappe,1,18:00
2023-05-26,Americano,1,13:00
2023-05-26,Strawberry Mojito,5,17:00
2023-05-26,Mango Smoothie,4,19:00
2023-05-26,Veg Wrap,1,10:15
2023-05-27,Americano,1,16:30
2023-05-27,Chinese Noodles,5,11:15
2023-05-27,Strawberry Mojito,2,09:00
2023-05-27,Veg Wrap,5,18:00
2023-05-27,Americano,3,10:15
2023-05-27,Veg Wrap,4,13:15
2023-05-27,Strawberry Mojito,5,20:00
2023-05-27,Americano,5,16:00
2023-05-27,Mango Smoothie,3,14:30
2023-05-27,Americano,1,09:15
2023-05-28,Cheesy Blueberry Cake,3,17:15
2023-05-28,Americano,5,09:30
2023-05-28,Americano,5,14:30
2023-05-28,Americano,3,09:30
2023-05-28,Chinese Noodles,1,09:45
2023-05-28,Veg Wrap,4,12:15
2023-05-28,Mango Smoothie,5,13:15
2023-05-28,Mango Smoothie,3,09:15
2023-05-28,Vegetable Taco,1,09:15
2023-05-28,Veg Wrap,4,09:30
2023-05-28,Chinese Noodles,5,20:45
2023-05-29,Chinese Noodles,5,20:30
2023-05-29,Vegetable Taco,5,16:45
2023-05-29,Chinese Noodles,2,14:15
2023-05-29,Americano,2,18:30
2023-05-29,Strawberry Mojito,4,14:00
2023-05-29,Strawberry Mojito,1,18:15
2023-05-29,Strawberry Mojito,2,18:45
2023-05-29,Hazelnut Frappe,3,11:30
2023-05-29,Veg Wrap,1,12:45
2023-05-29,Vegetable Taco,3,13:15
2023-05-29,Vegetable Taco,5,12:30
2023-05-29,Strawberry Mojito,2,18:45
2023-05-30,Hazelnut Frappe,3,20:00
2023-05-30,Chinese Noodles,3,11:45
2023-05-30,Strawberry Mojito,1,10:45
2023-05-30,Chinese Noodles,1,10:45
2023-05-30,Chinese Noodles,3,13:15
2023-05-30,Cheesy Blueberry Cake,2,09:00
2023-05-31,Strawberry Mojito,5,09:00
2023-05-31,Triple Chocolate Brownie,3,10:00
2023-05-31,Strawberry Mojito,2,09:15
2023-05-31,Americano,3,20:45
2023-05-31,Chinese Noodles,3,13:45
2023-05-31,Hazelnut Frappe,5,18:00
2023-05-31,Mango Smoothie,3,18:45
2023-05-31,Mango Smoothie,1,16:30
2023-05-31,Hazelnut Frappe,2,14:45
2023-06-01,Chinese Noodles,3,17:00
2023-06-01,Triple Chocolate Brownie,3,14:30
2023-06-01,Mango Smoothie,5,18:15
2023-06-01,Strawberry Mojito,1,16:30
2023-06-01,Triple Chocolate Brownie,2,12:15
2023-06-01,Mango Smoothie,4,11:15
2023-06-01,Triple Chocolate Brownie,5,15:00
2023-06-02,Vegetable Taco,1,16:15
2023-06-02,Triple Chocolate Brownie,4,13:45
2023-06-02,Americano,5,09:00
2023-06-02,Vegetable Taco,3,15:00
2023-06-02,Cheesy Blueberry Cake,4,14:45
2023-06-02,Veg Wrap,1,16:15
2023-06-02,Hazelnut Frappe,3,12:45
2023-06-02,Strawberry Mojito,4,14:00
2023-06-02,Chinese Noodles,4,13:00
2023-06-02,Veg Wrap,4,15:45
2023-06-02,Vegetable Taco,4,09:30
2023-06-02,Triple Chocolate Brownie,3,14:15
2023-06-02,Triple Chocolate Brownie,1,17:00
2023-06-03,Triple Chocolate Brownie,3,15:15
2023-06-03,Vegetable Taco,2,10:00
2023-06-03,Chinese Noodles,5,09:30
2023-06-03,Hazelnut Frappe,5,18:30
2023-06-03,Triple Chocolate Brownie,1,12:45
2023-06-04,Veg Wrap,1,10:15
2023-06-04,Vegetable Taco,2,17:15
2023-06-04,Chinese Noodles,3,15:00
2023-06-04,Chinese Noodles,5,10:45
2023-06-04,Mango Smoothie,2,12:15
2023-06-04,Hazelnut Frappe,2,14:00
2023-06-04,Veg Wrap,2,14:15
2023-06-04,Strawberry Mojito,1,19:30
2023-06-04,Mango Smoothie,4,09:30
2023-06-04,Veg Wrap,5,12:45
2023-06-04,Triple Chocolate Brownie,4,12:45
2023-06-04,Strawberry Mojito,5,18:15
2023-06-04,Hazelnut Frappe,1,15:15
2023-06-04,Cheesy Blueberry Cake,4,11:45
2023-06-05,Mango Smoothie,3,20:30
2023-06-05,Mango Smoothie,5,10:00
2023-06-05,Vegetable Taco,3,20:00
2023-06-05,Strawberry Mojito,1,09:15
2023-06-05,Mango Smoothie,2,18:45
2023-06-05,Hazelnut Frappe,2,14:45
2023-06-05,Mango Smoothie,4,17:30
2023-06-05,Veg Wrap,2,20:15
2023-06-05,Triple Chocolate Brownie,3,19:45
2023-06-06,Mango Smoothie,2,13:15
2023-06-06,Hazelnut Frappe,1,11:15
2023-06-06,Mango Smoothie,4,09:45
2023-06-06,Strawberry Mojito,2,11:15
2023-06-06,Veg Wrap,3,17:30
2023-06-06,Triple Chocolate Brownie,2,16:45
2023-06-06,Hazelnut Frappe,5,17:45
2023-06-06,Strawberry Mojito,3,20:45
2023-06-06,Strawberry Mojito,1,20:15
2023-06-06,Mango Smoothie,2,14:15
2023-06-06,Triple Chocolate Brownie,3,09:30
2023-06-07,Hazelnut Frappe,2,17:45
2023-06-07,Americano,2,18:00
2023-06-07,Strawberry Mojito,1,16:45
2023-06-07,Strawberry Mojito,4,13:15
2023-06-07,Veg Wrap,5,20:15
2023-06-07,Americano,4,10:00
2023-06-07,Veg Wrap,1,19:00
2023-06-07,Veg Wrap,5,16:30
2023-06-07,Cheesy Blueberry Cake,2,09:30
2023-06-07,Mango Smoothie,5,16:30
2023-06-07,Mango Smoothie,4,09:30
2023-06-07,Cheesy Blueberry Cake,3,15:15
2023-06-08,Veg Wrap,2,12:30
2023-06-08,Mango Smoothie,3,20:45
2023-06-08,Veg Wrap,4,10:00
2023-06-08,Chinese Noodles,1,09:00
2023-06-08,Vegetable Taco,2,12:45
2023-06-08,Veg Wrap,2,15:15
2023-06-08,Vegetable Taco,3,17:15
2023-06-08,Hazelnut Frappe,1,09:15
2023-06-08,Americano,5,17:00
2023-06-08,Hazelnut Frappe,4,14:15
2023-06-08,Cheesy Blueberry Cake,5,15:30
2023-06-08,Strawberry Mojito,2,15:45
2023-06-08,Cheesy Blueberry Cake,2,15:15
2023-06-08,Strawberry Mojito,1,15:15
2023-06-09,Americano,3,19:15
2023-06-09,Hazelnut Frappe,2,20:00
2023-06-09,Cheesy Blueberry Cake,4,18:45
2023-06-09,Mango Smoothie,4,13:30
2023-06-09,Vegetable Taco,4,09:00
2023-06-09,Cheesy Blueberry Cake,3,16:15
2023-06-10,Triple Chocolate Brownie,1,12:15
2023-06-10,Triple Chocolate Brownie,3,14:00
2023-06-10,Cheesy Blueberry Cake,5,11:00
2023-06-10,Chinese Noodles,1,09:15
2023-06-10,Vegetable Taco,2,12:15
2023-06-10,Americano,4,13:00
2023-06-10,Cheesy Blueberry Cake,2,11:30
2023-06-10,Americano,4,11:45
2023-06-11,Hazelnut Frappe,3,10:45
2023-06-11,Cheesy Blueberry Cake,2,20:45
2023-06-11,Americano,2,20:15
2023-06-11,Veg Wrap,1,11:00
2023-06-11,Vegetable Taco,2,18:30
2023-06-11,Americano,1,15:45
2023-06-11,Strawberry Mojito,4,14:15
2023-06-11,Americano,5,17:30
2023-06-12,Veg Wrap,3,17:15
2023-06-12,Chinese Noodles,4,09:45
2023-06-12,Triple Chocolate Brownie,5,10:45
2023-06-12,Cheesy Blueberry Cake,3,20:30
2023-06-12,Strawberry Mojito,3,17:45
2023-06-12,Chinese Noodles,1,10:15
2023-06-12,Americano,5,12:30
2023-06-12,Chinese Noodles,5,09:00
2023-06-13,Triple Chocolate Brownie,5,09:30
2023-06-13,Americano,3,20:30
2023-06-13,Mango Smoothie,4,10:15
2023-06-13,Mango Smoothie,1,09:00
2023-06-13,Triple Chocolate Brownie,2,19:15
2023-06-13,Triple Chocolate Brownie,2,18:30
2023-06-13,Cheesy Blueberry Cake,3,11:45
2023-06-14,Hazelnut Frappe,4,12:00
2023-06-14,Cheesy Blueberry Cake,5,11:15
2023-06-14,Veg Wrap,4,18:00
2023-06-14,Hazelnut Frappe,3,16:30
2023-06-14,Veg Wrap,2,12:00
2023-06-14,Americano,1,09:45
2023-06-14,Veg Wrap,3,15:30
2023-06-14,Mango Smoothie,1,14:15
2023-06-14,Veg Wrap,5,15:15
2023-06-14,Veg Wrap,2,16:15
2023-06-14,Vegetable Taco,2,20:15
2023-06-15,Mango Smoothie,4,18:00
2023-06-15,Vegetable Taco,1,11:45
2023-06-15,Veg Wrap,3,14:45
2023-06-15,Americano,1,09:30
2023-06-15,Americano,3,19:30
2023-06-15,Strawberry Mojito,5,09:00
2023-06-15,Cheesy Blueberry Cake,4,09:15
2023-06-15,Strawberry Mojito,5,20:00
2023-06-15,Triple Chocolate Brownie,3,09:45
2023-06-15,Strawberry Mojito,2,14:00
2023-06-15,Americano,4,09:00
2023-06-15,Chinese Noodles,2,16:15
2023-06-15,Mango Smoothie,4,11:45
2023-06-15,Mango Smoothie,1,12:00
2023-06-16,Chinese Noodles,2,20:45
2023-06-16,Americano,2,13:15
2023-06-16,Triple Chocolate Brownie,5,15:30
2023-06-16,Americano,1,17:15
2023-06-16,Strawberry Mojito,4,20:30
2023-06-16,Vegetable Taco,3,20:45
2023-06-16,Veg Wrap,5,11:00
2023-06-16,Mango Smoothie,4,18:30
2023-06-16,Chinese Noodles,5,20:45
2023-06-16,Chinese Noodles,3,15:15
2023-06-16,Americano,1,17:15
2023-06-16,Americano,4,20:45
2023-06-16,Chinese Noodles,2,15:15
2023-06-17,Strawberry Mojito,4,15:45
2023-06-17,Americano,1,16:15
2023-06-17,Americano,3,17:15
2023-06-17,Triple Chocolate Brownie,3,10:30
2023-06-17,Mango Smoothie,1,15:30
2023-06-18,Hazelnut Frappe,2,11:00
2023-06-18,Mango Smoothie,4,20:15
2023-06-18,Americano,1,19:45
2023-06-18,Cheesy Blueberry Cake,4,15:00
2023-06-18,Hazelnut Frappe,1,10:30
2023-06-18,Chinese Noodles,1,10:45
2023-06-18,Triple Chocolate Brownie,1,14:15
2023-06-18,Veg Wrap,4,18:15
2023-06-18,Americano,4,18:45
2023-06-18,Strawberry Mojito,3,15:30
2023-06-18,Mango Smoothie,2,15:15
2023-06-18,Veg Wrap,2,19:45
2023-06-19,Veg Wrap,4,16:45
2023-06-19,Chinese Noodles,1,12:45
2023-06-19,Hazelnut Frappe,5,13:00
2023-06-19,Hazelnut Frappe,3,12:30
2023-06-19,Vegetable Taco,2,13:30
2023-06-19,Strawberry Mojito,4,20:00
2023-06-19,Chinese Noodles,3,10:45
2023-06-19,Hazelnut Frappe,3,10:45
2023-06-19,Strawberry Mojito,3,18:00
2023-06-19,Veg Wrap,5,09:00
2023-06-19,Veg Wrap,4,14:30
2023-06-20,Mango Smoothie,3,16:45
2023-06-20,Veg Wrap,4,14:00
2023-06-20,Strawberry Mojito,3,15:30
2023-06-20,Triple Chocolate Brownie,3,20:45
2023-06-20,Cheesy Blueberry Cake,2,09:15
2023-06-20,Hazelnut Frappe,4,13:00
2023-06-20,Triple Chocolate Brownie,2,14:15
2023-06-20,Veg Wrap,2,19:30
2023-06-21,Hazelnut Frappe,1,10:30
2023-06-21,Veg Wrap,3,13:30
2023-06-21,Americano,5,10:00
2023-06-21,Mango Smoothie,2,09:30
2023-06-21,Cheesy Blueberry Cake,1,18:45
2023-06-21,Veg Wrap,5,19:00
2023-06-21,Mango Smoothie,5,09:45
2023-06-21,Strawberry Mojito,5,18:30
2023-06-21,Mango Smoothie,1,15:15
2023-06-21,Chinese Noodles,4,14:00
2023-06-21,Triple Chocolate Brownie,5,13:00
2023-06-21,Chinese Noodles,1,14:00
2023-06-21,Vegetable Taco,4,13:15
2023-06-21,Strawberry Mojito,1,19:00
2023-06-22,Veg Wrap,4,13:15
2023-06-22,Veg Wrap,1,09:30
2023-06-22,Vegetable Taco,3,17:15
2023-06-22,Chinese Noodles,2,18:30
2023-06-22,Mango Smoothie,3,14:15
2023-06-22,Triple Chocolate Brownie,3,10:15
2023-06-22,Mango Smoothie,4,20:30
2023-06-23,Veg Wrap,4,14:45
2023-06-23,Chinese Noodles,4,12:00
2023-06-23,Hazelnut Frappe,5,11:45
2023-06-23,Vegetable Taco,5,19:00
2023-06-23,Hazelnut Frappe,2,11:30
2023-06-23,Triple Chocolate Brownie,3,18:00
2023-06-23,Cheesy Blueberry Cake,3,15:00
2023-06-23,Cheesy Blueberry Cake,3,20:30
2023-06-23,Cheesy Blueberry Cake,1,10:45
2023-06-24,Cheesy Blueberry Cake,5,14:45
2023-06-24,Hazelnut Frappe,5,13:45
2023-06-24,Vegetable Taco,1,11:45
2023-06-24,Vegetable Taco,2,14:45
2023-06-24,Mango Smoothie,5,10:30
2023-06-24,Triple Chocolate Brownie,4,11:30
2023-06-24,Vegetable Taco,5,17:45
2023-06-24,Hazelnut Frappe,5,20:15
2023-06-24,Hazelnut Frappe,2,17:15
2023-06-24,Cheesy Blueberry Cake,5,10:30
2023-06-24,Cheesy Blueberry Cake,2,10:30
2023-06-24,Americano,1,14:00
2023-06-24,Veg Wrap,2,18:30
2023-06-24,Triple Chocolate Brownie,3,19:15
2023-06-25,Cheesy Blueberry Cake,3,20:15
2023-06-25,Cheesy Blueberry Cake,2,10:45
2023-06-25,Veg Wrap,5,14:15
2023-06-25,Triple Chocolate Brownie,5,13:30
2023-06-25,Strawberry Mojito,1,15:30
2023-06-25,Chinese Noodles,2,17:00
2023-06-25,Cheesy Blueberry Cake,3,10:45
2023-06-25,Mango Smoothie,5,17:15
2023-06-25,Hazelnut Frappe,4,14:00
2023-06-25,Triple Chocolate Brownie,1,10:00
2023-06-25,Triple Chocolate Brownie,3,20:30
2023-06-25,Mango Smoothie,2,16:45
2023-06-25,Vegetable Taco,4,15:00
2023-06-25,Chinese Noodles,2,18:45
2023-06-26,Vegetable Taco,4,11:45
2023-06-26,Veg Wrap,4,16:00
2023-06-26,Americano,4,16:45
2023-06-26,Hazelnut Frappe,1,17:30
2023-06-26,Veg Wrap,5,19:15
2023-06-26,Americano,1,18:45
2023-06-26,Vegetable Taco,1,15:15
2023-06-26,Chinese Noodles,4,10:45
2023-06-26,Hazelnut Frappe,4,11:15
2023-06-26,Hazelnut Frappe,2,13:00
2023-06-26,Mango Smoothie,1,10:45
2023-06-26,Chinese Noodles,3,09:45
2023-06-26,Mango Smoothie,4,09:30
2023-06-26,Chinese Noodles,2,20:45
2023-06-26,Cheesy Blueberry Cake,2,15:45
2023-06-27,Mango Smoothie,2,19:15
2023-06-27,Vegetable Taco,1,13:00
2023-06-27,Triple Chocolate Brownie,4,13:30
2023-06-27,Vegetable Taco,1,10:30
2023-06-27,Hazelnut Frappe,3,11:15
2023-06-27,Cheesy Blueberry Cake,2,16:00
2023-06-27,Triple Chocolate Brownie,2,12:45
2023-06-27,Hazelnut Frappe,2,11:30
2023-06-28,Triple Chocolate Brownie,5,20:45
2023-06-28,Veg Wrap,1,17:45
2023-06-28,Veg Wrap,4,13:00
2023-06-28,Veg Wrap,5,11:15
2023-06-28,Mango Smoothie,4,15:30
2023-06-28,Strawberry Mojito,4,18:30
2023-06-28,Cheesy Blueberry Cake,2,20:00
2023-06-29,Triple Chocolate Brownie,3,09:30
2023-06-29,Americano,3,13:30
2023-06-29,Strawberry Mojito,2,14:15
2023-06-29,Strawberry Mojito,4,10:15
2023-06-29,Vegetable Taco,2,12:00
